subject_id,run_id,run_label,file_path,split,file_exists,file_size_bytes,readable,n_channels,n_eeg_channels,sfreq,duration_seconds,n_samples,has_annotation_channel,n_t0_events,n_t1_events,n_t2_events,n_total_events,duplicate_markers,events_outside_recording,has_nan,has_inf,n_flat_channels,n_outlier_channels,flat_channels,outlier_channels,is_binary_mi_run,expected_t1_label,expected_t2_label,usable_trial_count,status,warnings,classification_reason,error_message
S036,12,R12,data/raw/physionet/S036/S036R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,20,,Cp3.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|O2..|Iz..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"20 amplitude-outlier channel(s) (> 500.0 µV): Cp3., Fp1., Fpz., Fp2., Af7. ...","1 warning(s): 20 amplitude-outlier channel(s) (> 500.0 µV): Cp3., Fp1., Fpz., Fp2., Af7. ...",
S038,4,R04,data/raw/physionet/S038/S038R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,7,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Af4.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"7 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 7 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S038,8,R08,data/raw/physionet/S038/S038R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,7,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Af4.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"7 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 7 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S038,12,R12,data/raw/physionet/S038/S038R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,5,,Fp1.|Fpz.|Fp2.|Af7.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.","1 warning(s): 5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.",
S039,4,R04,data/raw/physionet/S039/S039R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,16,,Fc2.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F6..|F8..|Ft7.|T7..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"16 amplitude-outlier channel(s) (> 500.0 µV): Fc2., Fp1., Fpz., Fp2., Af7. ...","1 warning(s): 16 amplitude-outlier channel(s) (> 500.0 µV): Fc2., Fp1., Fpz., Fp2., Af7. ...",
S039,8,R08,data/raw/physionet/S039/S039R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,41,,Fc5.|Fc3.|Fc1.|Fc2.|Fc4.|Fc6.|C5..|C3..|C1..|C4..|Cp5.|Cp3.|Cp1.|Cp4.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.|Ft8.|T7..|Tp7.|Tp8.|P7..|P3..|P1..|P4..|Po4.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"41 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fc2., Fc4. ...","1 warning(s): 41 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fc2., Fc4. ...",
S039,12,R12,data/raw/physionet/S039/S039R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,20,,Fc5.|Fc6.|Cp3.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|F6..|F8..|Ft7.|P7..|Oz..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"20 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc6., Cp3., Fp1., Fpz. ...","1 warning(s): 20 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc6., Cp3., Fp1., Fpz. ...",
S040,4,R04,data/raw/physionet/S040/S040R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,7,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|T8..|T10.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"7 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 7 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S040,8,R08,data/raw/physionet/S040/S040R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,3,,Fp1.|Fp2.|Af7.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"3 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fp2., Af7.","1 warning(s): 3 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fp2., Af7.",
S040,12,R12,data/raw/physionet/S040/S040R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,2,,Fp1.|Af7.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"2 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Af7.","1 warning(s): 2 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Af7.",
S043,4,R04,data/raw/physionet/S043/S043R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,30,,Fc5.|Fc3.|Fc1.|Fcz.|Fc2.|Fc4.|Fc6.|C5..|C3..|C1..|C6..|Cp3.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"30 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...","1 warning(s): 30 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...",
S043,8,R08,data/raw/physionet/S043/S043R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,20,,Fc6.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft8.|T10.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"20 amplitude-outlier channel(s) (> 500.0 µV): Fc6., Fp1., Fpz., Fp2., Af7. ...","1 warning(s): 20 amplitude-outlier channel(s) (> 500.0 µV): Fc6., Fp1., Fpz., Fp2., Af7. ...",
S043,12,R12,data/raw/physionet/S043/S043R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,13,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F4..|F6..|F8..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"13 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 13 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S044,4,R04,data/raw/physionet/S044/S044R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,20,,Fc5.|Fc3.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"20 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fp1., Fpz., Fp2. ...","1 warning(s): 20 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fp1., Fpz., Fp2. ...",
S044,8,R08,data/raw/physionet/S044/S044R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,21,,Fc5.|Fc3.|Fc1.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"21 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fp1., Fpz. ...","1 warning(s): 21 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fp1., Fpz. ...",
S044,12,R12,data/raw/physionet/S044/S044R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,23,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.|Po7.|Po3.|Po8.|O1..|O2..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"23 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 23 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S045,4,R04,data/raw/physionet/S045/S045R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,11,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F5..|F3..|F1..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S045,8,R08,data/raw/physionet/S045/S045R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,64,,Fc5.|Fc3.|Fc1.|Fcz.|Fc2.|Fc4.|Fc6.|C5..|C3..|C1..|Cz..|C2..|C4..|C6..|Cp5.|Cp3.|Cp1.|Cpz.|Cp2.|Cp4.|Cp6.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.|Ft8.|T7..|T8..|T9..|T10.|Tp7.|Tp8.|P7..|P5..|P3..|P1..|Pz..|P2..|P4..|P6..|P8..|Po7.|Po3.|Poz.|Po4.|Po8.|O1..|Oz..|O2..|Iz..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"64 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...","1 warning(s): 64 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...",
S045,12,R12,data/raw/physionet/S045/S045R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,10,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F5..|F1..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"10 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 10 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S046,4,R04,data/raw/physionet/S046/S046R04.edf,train,True,2596896,True,64,64,160.0,124.99375,20000,True,15,8,7,30,0,0,False,False,0,11,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|T9..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S046,8,R08,data/raw/physionet/S046/S046R08.edf,train,True,2596896,True,64,64,160.0,124.99375,20000,True,15,7,8,30,0,0,False,False,0,7,,C6..|Fp1.|Fpz.|Fp2.|Af7.|Af4.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"7 amplitude-outlier channel(s) (> 500.0 µV): C6.., Fp1., Fpz., Fp2., Af7. ...","1 warning(s): 7 amplitude-outlier channel(s) (> 500.0 µV): C6.., Fp1., Fpz., Fp2., Af7. ...",
S046,12,R12,data/raw/physionet/S046/S046R12.edf,train,True,2596896,True,64,64,160.0,124.99375,20000,True,15,8,7,30,0,0,False,False,0,6,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"6 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 6 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S048,4,R04,data/raw/physionet/S048/S048R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,30,,Fc5.|Fc3.|Fc1.|Fc2.|Fc4.|Fc6.|C6..|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.|T7..|T9..|Tp7.|P8..|Po8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"30 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fc2., Fc4. ...","1 warning(s): 30 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fc2., Fc4. ...",
S048,8,R08,data/raw/physionet/S048/S048R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,41,,Fc5.|Fc3.|Fc1.|Fcz.|Fc2.|Fc4.|Fc6.|C5..|C3..|C1..|Cz..|C2..|Cp5.|Cp3.|Cp1.|Cpz.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F6..|F8..|Ft7.|Ft8.|T7..|T8..|Tp7.|P7..|P5..|P3..|P1..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"41 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...","1 warning(s): 41 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...",
S048,12,R12,data/raw/physionet/S048/S048R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,34,,Fc5.|Fc3.|Fc1.|Fcz.|Fc2.|Fc4.|C3..|C1..|Cz..|Cp5.|Cp3.|Cp1.|Cpz.|Cp4.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.|T7..|Tp7.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"34 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...","1 warning(s): 34 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...",
S049,4,R04,data/raw/physionet/S049/S049R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,4,,Fp1.|Fpz.|Fp2.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"4 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af8.","1 warning(s): 4 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af8.",
S049,8,R08,data/raw/physionet/S049/S049R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,7,,Fc6.|Fp1.|Fpz.|Fp2.|Af7.|Af8.|Ft8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"7 amplitude-outlier channel(s) (> 500.0 µV): Fc6., Fp1., Fpz., Fp2., Af7. ...","1 warning(s): 7 amplitude-outlier channel(s) (> 500.0 µV): Fc6., Fp1., Fpz., Fp2., Af7. ...",
S049,12,R12,data/raw/physionet/S049/S049R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,8,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"8 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 8 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S052,4,R04,data/raw/physionet/S052/S052R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,11,,Fc3.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Af4.|Af8.|F7..|F1..|P7..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"11 amplitude-outlier channel(s) (> 500.0 µV): Fc3., Fp1., Fpz., Fp2., Af7. ...","1 warning(s): 11 amplitude-outlier channel(s) (> 500.0 µV): Fc3., Fp1., Fpz., Fp2., Af7. ...",
S052,8,R08,data/raw/physionet/S052/S052R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,42,,Fc5.|Fc3.|Fcz.|Fc2.|Fc6.|C5..|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Af4.|Af8.|F7..|F5..|F3..|F4..|F6..|F8..|Ft7.|Ft8.|T7..|T8..|T9..|T10.|Tp7.|P7..|P5..|P1..|P2..|P4..|P6..|P8..|Po7.|Po3.|Poz.|Po4.|Po8.|O1..|Oz..|O2..|Iz..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"42 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fcz., Fc2., Fc6. ...","1 warning(s): 42 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fcz., Fc2., Fc6. ...",
S052,12,R12,data/raw/physionet/S052/S052R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,16,,Fp1.|Fpz.|Fp2.|Af7.|Af4.|Af8.|F7..|F5..|F3..|F4..|Ft8.|T8..|Tp7.|P7..|P8..|Po4.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"16 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af4. ...","1 warning(s): 16 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af4. ...",
S053,4,R04,data/raw/physionet/S053/S053R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,13,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F6..|F8..|P7..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"13 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 13 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S053,8,R08,data/raw/physionet/S053/S053R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,11,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F6..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S053,12,R12,data/raw/physionet/S053/S053R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,11,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F6..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 11 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S054,4,R04,data/raw/physionet/S054/S054R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,15,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|F6..|F8..|Ft7.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"15 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 15 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S054,8,R08,data/raw/physionet/S054/S054R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,54,,Fc5.|Fc3.|Fc1.|Fcz.|Fc2.|Fc4.|Fc6.|C5..|C3..|C1..|Cz..|C6..|Cp5.|Cp3.|Cp1.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F6..|F8..|Ft7.|Ft8.|T7..|T8..|T9..|T10.|Tp7.|Tp8.|P7..|P5..|P3..|P1..|Pz..|P2..|P4..|P6..|P8..|Po7.|Po3.|Poz.|Po4.|Po8.|O1..|Oz..|O2..|Iz..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"54 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...","1 warning(s): 54 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...",
S054,12,R12,data/raw/physionet/S054/S054R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,13,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F6..|F8..|O2..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"13 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 13 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S056,4,R04,data/raw/physionet/S056/S056R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,5,,Fp1.|Fpz.|Fp2.|Af7.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.","1 warning(s): 5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.",
S056,8,R08,data/raw/physionet/S056/S056R08.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,7,8,30,0,0,False,False,0,9,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F8..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"9 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 9 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S056,12,R12,data/raw/physionet/S056/S056R12.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,6,,Fp1.|Fpz.|Fp2.|Af7.|Af3.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"6 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...","1 warning(s): 6 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af3. ...",
S057,8,R08,data/raw/physionet/S057/S057R08.edf,train,True,2596896,True,64,64,160.0,124.99375,20000,True,15,8,7,30,0,0,False,False,0,5,,Fp1.|Fpz.|Fp2.|Af7.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.","1 warning(s): 5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.",
S057,12,R12,data/raw/physionet/S057/S057R12.edf,train,True,2596896,True,64,64,160.0,124.99375,20000,True,15,8,7,30,0,0,False,False,0,5,,Fp1.|Fpz.|Fp2.|Af7.|Af8.,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.","1 warning(s): 5 amplitude-outlier channel(s) (> 500.0 µV): Fp1., Fpz., Fp2., Af7., Af8.",
S059,4,R04,data/raw/physionet/S059/S059R04.edf,train,True,2555616,True,64,64,160.0,122.99375,19680,True,15,8,7,30,0,0,False,False,0,55,,Fc5.|Fc3.|Fc1.|Fcz.|Fc2.|Fc4.|C5..|C3..|C1..|C2..|C4..|C6..|Cp5.|Cp3.|Cp1.|Cpz.|Cp4.|Cp6.|Fp1.|Fpz.|Fp2.|Af7.|Af3.|Afz.|Af4.|Af8.|F7..|F5..|F3..|F1..|Fz..|F2..|F4..|F6..|F8..|Ft7.|T9..|T10.|Tp8.|P7..|P5..|P3..|P1..|Pz..|P6..|P8..|Po7.|Po3.|Poz.|Po4.|Po8.|O1..|Oz..|O2..|Iz..,True,left_fist_imagery,right_fist_imagery,15,VALID_WITH_WARNINGS,"55 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...","1 warning(s): 55 amplitude-outlier channel(s) (> 500.0 µV): Fc5., Fc3., Fc1., Fcz., Fc2. ...",
